name,location,date,review,rating
Jen,"Shelton, CT","Reviewed June 1, 2014","The Sears refrigerator made by LG for Sears was purchased 2 years ago. I wanted a freezer on the bottom but due to the space requirements we had to get a french door style in stainless. About two months after purchase the water line froze, blew water out all over the back wall and onto the wooden floor lifting the wood. To make a long story short it took months of letters to both LG and Sears to get it all fixed. Then we had to pay for a new kitchen floor. It works fine but the ice maker chute gets jammed so I have to take out the ice bucket and turn the unit off. The paint finish on the handles is peeling off and looks shabby. Don't buy Sears or LG.",1
Patricia,"New Orleans, LA","Reviewed May 27, 2014","This fancy 3 door fridge refrigerators bought at Lowe's in New Orleans on June 6, 2013 has been a nightmare since I bought it. A week in my home and the ice maker stopped making ice. Repairman replaced the ice maker. Ice tends to stick together. Recent problem is the LOUD clicking noise when the ice maker is turned on off. Customer Service somewhere overseas said this noise is normal because of wear and tear. I explained to the man that using the thing 8 times in one year is NOT wear and tear. He said it is. I put the phone next to the ice maker for him to hear the clicking noise. ",1
Mary ,"Whiting, VT","Reviewed May 23, 2014","It has been 2 weeks now... Called for repair tech who came and said ""We have never had an LG do this before..."" Apparently, that's not true. Had to wait for a sensor because I was told that was the only thing that could be causing the problem. Yesterday, they came and installed the sensor and guess what??? Still not fixed!!! $155.00 into it now and not sure what I should do... It's not that old... Maybe 8-10 years... Not impressed and WILL NOT buy another LG!!!! Life IS NOT GOOD!!!",1
Chris,"Scottsdale, AZ","Reviewed May 22, 2014","Bought an LG French door refrigerator in 2007. In 2010 the water hose in the back of the refrigerator cracked and water started leaking into the wall between the kitchen and garage. Never got water in the kitchen but in the garage. So we had that fixed. In December of 2013, the freezer wasn't keeping the temperature consistent cold. Called in an LG approved repair person. He couldn't figure out was was wrong since the compressor ran and occasionally cooled. Finally he took a wrench and hit the compressor and it started cooling. It ran for 4 months. He said oil got into the unit. At the beginning of this month, the compressor stopped working completely. ",1
Ron,"Columbus, OH","Reviewed May 22, 2014","Purchased our LG French Door refrigerator about three years ago. At first we thought it was a great product. We loved the interior lighting and space. We quickly learned that the ice maker could not provide enough ice for just my wife and I. God forbid we got company. We constantly found ourselves having to purchase ice. About a year ago, we noticed that our refrigerator was rusting under the ice and water dispenser. I couldn't believe it!! I've had dozens of refrigerators over the years and I've never seen one rust like this. It's extremely unsightly and although the refrigerator works okay, we're replacing it because it looks so bad. I called LG customer service (what a joke!). Their stance is that they are NOT responsible for what they call ""cosmetic damage"" because it does not affect the performance of the refrigerator. I pointed out to them that my car which sits in my driveway is much older than my refrigerator and it has no rust at all but they simply don't care. I will purchase another refrigerator but I will NEVER again buy anything that has the name LG attached to it.",1
Mark,"Xxxxxxx, CA","Reviewed May 22, 2014","Worst refrigerator I have ever owned and worst company customer service I have ever experienced. Refrigerator and freezer ($2600, 2 years old, and $500 food loss) failed to cool in October 2013. Had a third party warranty so called them. They sent a tech who said it was the compressor and could not fix it due to the fact that it was covered under LG warranty. Finally got an LG tech to come out only to tell me the same thing and said they needed to order a new compressor that would not arrive for 6 to 8 weeks because it had to come from Korea! Got help to convince LG that they were obligated to have parts available within a reasonable time per trade agreements. Miraculously, they found the part within 2 weeks. ",1
Nelson,"Lockport, NY","Reviewed May 19, 2014","I am on my second LG 30.5 Cu Ft Door in Door French Door Refrigerator with Ice and water dispenser LFX31945ST. Price over 2.5k. Thank god for Best buy return and exchange policy or I would be screwed. After reviewing website's recommendation claiming this LG was the #1 rated product, I soon came to realize those rating are mostly on features and design. The reviewers do not actually keep that refrigerator in house and truly test the quality and durability of the product. So I purchased my brand new fridge - super excited. As a family of 5, I need something big and nice. ",1
Sheri,"Loveland, OH","Reviewed May 16, 2014","I have had this LG FRENCH DOOR LFX31945ST refrigerator less than a year. It has been noisy since they delivered it but when I brought it up to the tech that had come back to replace the freezer door b/c of discoloration....he made it sound as though the compressors just make more noise in the new ones. So I thought, ok... I will give it some time... Well, as time went on, the noise got louder and louder. I can actually hear it buzzing and whining over my television in the Living Room (so many random noises off and on thru day, I couldn't possibly describe them all). So I call servicing dealer back and tell them still loud and seems to be constantly running. I also discovered while I was researching others complaints that there has been a problem with back wall icing up, so I looked and yes back wall completely iced over.",1
Edward,"Baltimore, MD","Reviewed May 15, 2014","We purchased an LG refrigerator (model: Lfx28968ST) about a year ago so it is a new appliance. It stopped cooling so we called LG customer service to have a technician come out with no resolution. This problem has persisted since April 9, and we have had 3 technicians come to try to fix the problem...all have failed. To make matters worst, the first technician scratched our wood floors pulling the refrigerator out so now there is damage to our floors. LG promised us that after the third attempt, they would replace the entire refrigerator unit for us. However, I spoke to them again today and they are trying to send out another technician... this will be the fourth attempt to fix it! The most recent technician that came out even called LG himself and recommended a brand new appliance as he felt this one could not be fixed! ",1
Denise,"Saintpetersburg, FL","Reviewed May 14, 2014","LFX21960** everything melted, they are sending someone out???? LG Refrigerator Class Action Lawsuit. A design defect in certain LG refrigerator models causes the interior light to stay on after the doors are closed, resulting in overheating, food spoilage, melted plastic and risk of serious fire hazard, according to a class action lawsuit filed in federal court in New Jersey. The defect alleged in the lawsuit involves French door refrigerator models sold since 2005.. I was not informed of the lawsuit and it has been settled. Ugggg.",1
Linda,"Crosby, TX","Reviewed May 13, 2014","Life is not good with this LG refrigerator model LFX31925ST/00. We never have any ice. The icemaker had been replaced 3 times in 2 years. Even it works, it is not enough ice for a single person let alone a family. We are lucky enough that we purchased the extended warranty, but that doesn't help the fact that we are inconvenienced all the time with doing without ice for days on end calling repair, staying on hold, waiting for parts from FedEx, then waiting for repair men. Contacted LG... who does not care to say the least. I was told to deal with the puerile I bought warranty from because their year was up.",1
Delbra,"Fayetteville, GA","Reviewed May 13, 2014","I purchased an LG French door refrigerator with bottom freezer in June of 2013. In August of 2013, the ice maker went out. It took about 2wks to get it repaired. Now here in May of 2014, the ice maker and freezer aren't working. I have asked that the refrigerator be replaced because not only is the ice maker not working, but now the freezer, which is a clear indication that it is a faulty product. LG has refused to replace it stating they will only repair it. They have tried and were unable to fix the initial problem. The fair and responsible thing to do is replace this faulty product.",1
V T,"Romoland, CA","Reviewed May 10, 2014","My LG Refrigerator model LFX 25976 has been working great till now, 3 1/2 years old. All at once the ice maker stopped dumping the ice cubes into the ice bin. I called on the extended warranty; they sent someone out 2 days later. Still no ice in bin.",1
Garey,"South Daytona, FL","Reviewed May 9, 2014","Not even 3 years ago we purchased a $2,400 refrigerator that was on sale. Well a month ago the fridge quit cooling and the warranty covered parts. Called and explained the problem and we were told to turn off the fridge for 24 hours and it might restart. I explained my food is going bad and do you tell all customers to turn their fairly new appliances off for a restart. The LG rep. giggled and said if I called out someone without trying a restart it would cost more money. After a month and three visits from a serviceman he tells me the fridge is bad. LG going on policy I guess with little concern about our family and us having no way of cooling our food offers to prorate our fridge giving us approximately $850. Kicker another two weeks for a check. The last of several supervisor tells me, ""You can still go buy a fridge if you want, you just won't get your check till the 19th."" Bottom line, no concern or compassion for a customer. I will never own LG again.",1
cathy,"Conyers, GA","Reviewed May 8, 2014","I purchased LG stainless double-door bottom freezer refrigerator model #lfy25980st in 2009. I purchased a two-year extended warranty on the item. From the first six months, the ice maker and water dispenser worker poorly. Servicemen were out several times attempting to repair it. Finally they replaced it. I woke up several times after that to water all over my kitchen floor where water was running from dispenser. Then in September of 2011, I came home from vacation to find all the food in the freezer thawed and milk spoiled in fridge. In December that same year, the food on top shelf of fridge was frozen. I was told that I had the vents blocked with too much food. ",1
Max,"Thornton, Other","Reviewed May 7, 2014","The seals on my GM-B208STS French door fridge and the latch needed replacing in April 2013 after I had bought the fridge in November 2010. LG replaced them out of goodwill since I was 4 months out of warranty. Now, 13 months later, the seals are ripping in the same place.",2
Deb,"Pittsford, NY","Reviewed May 6, 2014","Our french door refrigerator stopped working after 2 years and will need a new compressor. It sounds like LG started using a higher efficiency compressor a few years back that hasn't held up well. The replacement part is on order and we will be without a fridge for at least 1 week or longer. In the past, we have purchased much less expensive brands and never had this type of problem. Although the compressor is still under warranty, we are being told that we will be responsible for the hourly service charges. My advice is to avoid LG refrigerators - we will in the future. I have to believe that there are more dependable models, particularly at this price.",1
James,"Lauderdale By The Sea, FL","Reviewed May 5, 2014",LG refrigerator model LfC21770ST had voids in freezer insulation. Freezer liner has separated from body. LG tech says no reliable repair. Bought refrigerator in late 2008. Has 7-year warranty. LG will not replace unit.,1
Deb,"Vista, CA","Reviewed May 5, 2014","***DONT BUY THIS FRIDGE*** We bought our LG french door refrigerator in March 2014. Model number LF33975st. Woke up this morning to ice on the floor, and the dispenser running nonstop. Even after turning off the ice maker, and making sure the dispenser paddle wasn't stuck, it continued to run. I called LG customer service. They can't send anyone until tomorrow. The motor on the door should be completely fried by then!!! Fortunately, I bought the extended warranty from Best Buy, because after reading this site, I am very worried about this $3700 dollar product. For this amount of money, I shouldn't be having any trouble. Especially after 2 months..",1
Joyce,"Church Hill, MD","Reviewed May 5, 2014","This is the WORST experience I have ever had with a major appliance. I should have known when LG started sending yearly checks to make up for under estimating the electric usage of this model. I have replaced gaskets around the doors twice. However, my MAJOR complaint is the tubing that runs to the ice maker. I have had repairs/tubing replacement no less than 6 times in five years. Almost every six months the tubing (5/16 tubing - which is virtually impossible to find) springs a pinpoint leak and water is all over my kitchen floor. Every time I have a repairman, it costs me at least another $100. My latest was again this morning!! This refrigerator is not worth the dynamite I would use to blow it up!",1
joyce,"Hummelstown, PA","Reviewed May 1, 2014",Model LFX31925ST - Purchased this refrigerator Sept. 2011. Very disappointed and thank the lord I purchased the extended warranty. While under regular warranty the electronic face panel had to be replaced. From then on it has been downhill. Today May 1st 2014 we were told that the 5th fan must be replaced in the unit again. In 2013 from July to October we had parts replaced. Every time it was something else that needed replaced. They even took out the freon and replaced electrical parts - that visit was 2 hours. We went for months without the freezer and ice. Would never buy an LG product again.,1
Robert,"Denver, CO","Reviewed April 28, 2014","3 episodes of light staying on melting the lens. Replaced once. After third episode, called an independent repair person who quickly diagnosed problem with main circuit board. I paid for new parts and he asked if I had checked online. Absolutely nothing about this on LG website. When I searched, I found the settlement. Called LG to explain problem. They will not cover my costs for the repair or ruined food because I did not notify them first and get an LG repair person out. Horrible customer service. I had registered the product and they knew I owned a qualifying refrigerator just from my phone number but they did not send out any letter advising customers of units at risk of the potential problem, nor did they tell us our warranty was extended to 10 years. My LAST LG product!",1
Laura,"La Verne , CA","Reviewed April 28, 2014","If I only had read all the reviews on the LG refrigerators... I would have avoided all the aggravation and expense. I Bought an LG refrigerator 1yr ago. I had it serviced 3 times... Freezer leaked and fridge did not stay cool... Spoiled food, wet floor (accident waiting to happen if I hadn't notice the flood)... This is nothing you want to see when you walk into your house after 10 hrs of work... After $600 in repairs had to get rid of it... Just a waste of $1100 + repairs. To top it off, had to purchase a new fridge... Don't buy LG...",1
edwin,"Makati, Other","Reviewed April 24, 2014","I have been more than satisfied by the performance of this refrigerator brand, for almost 12 years now and it's still working. Only this previous days when I notice that it stops performing what it intends to do. As I am an aircon technician myself, I immediately examine the unit and the only problem that I found is the PCB control needs to be replace. That's all. The last time that I service other LG ref, I can easily bought those parts and, voila, it's good as new. But now they change those policy. You can't buy the parts now. They keep on insisting that they will only do repairs, so I keep on wondering - how will they do some repairs for those minute parts of electronics in the PCB & keep the customer waiting for weeks? Are these the way they treat consumer after? ",1
Bobbi,"Pontypool, Other","Reviewed April 17, 2014","While we were impressed with this refrigerator with its Converta drawer and smart styling inside and out, we have been nothing but disappointed in the quality of this product. Extremely disappointed in the product and the ""customer service"". We purchased this fridge in April/11 and it was delivered in June/11. In July/11, the Converta drawer stopped working and as the fridge was under store warranty. It was replaced with a second fridge same model, in Sept/11. Two weeks after delivery, the freezer drawer on this fridge malfunctioned causing it to open and immediately close without remaining open to remove food items. (Freezer drawer opens when a button is pushed). ",1
Joe,"Easley, SC","Reviewed April 16, 2014","In 2012 we purchased an LG French Door refrigerator - the most expensive fridge we've ever had - to update our kitchen appliances. In 2013, the freezer section malfunctioned, food defrosted. Since we had the extended warranty, the freezer problem was repaired, but we still had the loss of food. Several months later, we discovered the food in the refrigerator section was freezing. After trying to adjust the temp according to the manual, we called the warranty insurance & since we have the gadget that is supposed to diagnose the problem, allow parts to come with the service person, had this done. Of course he had to order parts. White refrigerator, a black gasket arrived. More parts ordered. ",1
Hamid,"Pflugerville, TX","Reviewed April 15, 2014","We purchased our LG side-by-side refrigerator four years ago. From the start, we have problems with the ice maker auger door frame rusting and paint peeling off after three years. I have the four years warranty which will expires October of 2014. I called LG extended warranty department at 1-877-843-3777. They said my refrigerator's rusting and paint peeling off is cosmetic and it's not cover by their warranty. I told them I would called BBB and Angie's List and I would call my lawyer. They did not care less. They have very bad customer business relationship. I called Home Depot where I bought my frig. They are willing to reimbursed me for almost $600 the cost of door replacement. I recommend not to buy any LG products.",1
Robert,"Petersburg, OH","Reviewed April 14, 2014","Refrigerator drawer slides, cracked plastic on drawers, broke door hinge, broke all within a few months. This unit is used lightly. It is just cheap junk. Parts for this unit are so expensive that it would be more economical to buy a new refrigerator, definitely not ""lg"". Of course nothing covered by warranty. The damages are everyday use. Not covered.",1
Dave,"Grand Falls-Windsor, NL","Reviewed April 13, 2014","Opened my refrigerator only to find the items on the top left hand shelf were warm. To my dismay, the cover over the lights was dropped down because the countersunk area for the screw keeping the cover in place was melted away. Not sure if this is a fire hazard so I removed the lights just in case. Not sure if anyone even reads this stuff so I will have to go out and purchase another refrigerator. It won't be another LG product.",1
J.,"Madison, WI","Reviewed April 10, 2014","We purchased our LG side-by-side refrigerator four years ago. From the start, we had problems with the ice maker auger freezing solid. We had the ice maker or some components of it replaced twice, under warranty, but not without several bumbled service visits - wrong parts, wrong initial diagnosis, etc. Now the freezer door seal has lost its suction. I see from today's research, this is not uncommon. We should have done more research, but we were desperate, since our old fridge had just died so we bought what was immediately available. Don't make the same mistake!",1
Tammy,"De Witt, IA","Reviewed April 8, 2014","We bought our LG Fridge from Home Depot in 2011. It's a French door-freezer on the bottom style. Our entire unit stopped cooling less than 48 hrs ago and we only have a small college dorm type fridge for our back up. Needless to say, we are losing a lot of food. Very unhappy. We live in rural Iowa, so getting a repairman out here may take several days. Not sure yet if we're covered or if we'll have to pay out of pocket for this.",2
Vincent,"Cape Coral, FL","Reviewed April 5, 2014","I've had this refrigerator (model LFC23760SW) French doors freezer on the bottom for about 4 years. I like the design of the fridge except for one reoccurring problem. I have had to replace the door gaskets 3 times in four years. Not only is this very annoying but it is costly. The issue is when the doors (left and right) come together to make a seal, the left door gasket pull away from the door and tears. This is the same issue over and over. Clearly this is a design flaw. I just recently (within 3 weeks) replaced the door gaskets and the door gasket on the left has already begin to pull away from the door. I know I can't be the only person having this issue and I was hoping the LG company has come up with a fix for this problem. Their reply to my inquiry was brief and simple, ""no fixes reported to customer care were available, have a nice day."" I would highly suggest everyone stay away from this model and others like it. I'm staying away from LG products, period.",1
rodney,"Brisbane , Queensland, Other","Reviewed April 1, 2014","I bought an LG refrigerator model no. GC-305PS on 16th August 2013 in Brisbane. In February 2014 I noticed the paint on the fridge handle peeling off (small spots). End of March 2014, the peeling is getting much worse & I contact LG by phone. I am requested to send photos of damage by EMAIL & did so. One week later I receive an email informing me the peeling is due to “ROUGH HANDLING” & the company is not responsible.",2
frank,"Ridgewood, NY","Reviewed April 1, 2014","Purchased an LG LFX 25971 French Door/Freezer on the bottom fridge in Sept. 08 from PC Richard. Am I glad they convinced me into a 10 extended warranty. 6 months after, LG notifies me, because the Consumer Energy Report was found to be off by the Government. They needed to give me a refund check of like $30.00 and a yearly check of about $8.00 for 10 years. That was just the beginning. So far I had to call for service 2 times for the internal LED light panel blew, 1 time for the ice maker, twice for water puddling and freezing in the bottom of my freezer and then running out onto my floor. Now I have to call again for the water in the freezer. The only good thing is PC RICHARD has been honoring their warranty no problem.",2
Patricia,"Florissant, MO","Reviewed March 30, 2014","I have had my refrigerator about 4-5 yrs and woke up to no power, on a Sunday. They can't get a repairman out until Thursday. This is my one time then I am buying GE or Kenmore - brands you can trust. My GE lasted almost 20 yrs and was working when I gave it away for this one.",2
Nat,"Duarte, CA","Reviewed March 26, 2014","I bought a LG refrigerator from Home Depot LFX25960ST in 2007. The ice maker has broken down twice which needed servicing. In Feb 2014, just like the other consumer complaint, we smelled something burning and realized that the light fixture housing had completely burnt and melted. Even the light bulb was melted. We called LG and the technician came out the very next day. Told us that this is a common issue and just replaced the light housing without address to the fridge's melted ceiling. Told us to use 40 watts light bulb instead of the manual recommended 60 watts (which we had been using). When I contacted LG and submitted pictures and wanted to file a products liability claim, twice they replied via email and plainly rejected it. I now today told them that I will seek social media and legal counsel. I am now waiting for their response.",1
Lura,"Barnsdall, OK","Reviewed March 25, 2014","Frosting in the freezer, fan went out first month, then the fan went out in the refrigerator, now the fan is out in the freezer again. All in less than two years. Warranty is not covering the last fan, the warranty from the place who contracted with LG to fix the problems said they would come out and satisfy their warranty if LG will provide the parts. FRUSTRATING!!! Our last refrigerator lasted for 17 years, this one hasn't worked for at least 2 months of the year and a half we've owned it. Paid over $3000.00. Sad.",1
Nancy,"Englewood, FL","Reviewed March 25, 2014","I purchased a French door/double freezer drawer refrigerator in 2011 from Home Depot. I renovated my kitchen in white appliances and cabinets. The control panel/water dispenser, as well as the tops of the drawers and doors have turned a very noticeable yellow. They are made of plastic and no longer match the white of the refrigerator. My house is air conditioned with an automatic dehumidifier. Not that it should matter but I cannot think of any reason this should happen except the parts were made from an inferior plastic. It's made my new expensive refrigerator look old and has ruined my all white kitchen. The ice dispenser is always clogged and difficult to get ice from. My main problem is the look of my refrigerator in my kitchen. I called LG customer service and of course they said it's not covered under warranty and there was nothing they would do.",1
John,"Fallbrook, CA","Reviewed March 24, 2014","In May 2013, I purchased a LG refrigerator with bottom freezer drawer, model LFX25991ST. The freezer stopped cooling in Aug 2013. Repairman replaced the freezer fan grill and the main circuit board. In Feb 2014 same thing happened. Again lost food to thawing. Repairman once again replaced freezer fan grill, this time with a built-in heater that was supposed to prevent it from icing up and malfunctioning. The repairman, for the second time, also replaced main circuit board. 24 Mar 2014 freezer again stopped working. Have to wait another week to get a repairman to ""evaluate"" it. DO NOT PURCHASE THIS REFRIGERATOR! IT IS NOT WORTH THE AGGRAVATION!",1
darrell,"Pace, FL","Reviewed March 16, 2014",Have a model LMX25981 refrig that keeps leaking into the bottom freezer drawer and then melting on floor. I had it looked at and they cleaned coils and did not help - still leaking. Looked into problem and found out it is a big problem that is unfixable. Need help.,1
florence ,"Palm Harbor, FL","Reviewed March 4, 2014","Had this refrigerator for 3 1/2 yrs but please let add that this is a second one... My freezer back wall keeps filling with ice, the temp is on no. 2. The refrigerator part is also set on no. 2 and the food is extremely cold. The co. sent out a total of 4 people in the past 2 weeks. I also have a extended warranty and since I have this LG does not get involved. Assurant does not like to do anything because they are not happy with the response from the 2 tech from LG, stated refrigerator is unrepairable... So let's do something here. This is getting so out of hand. It has cost me additional moneys on food not counting stress its putting under.",1
isabel,"Mississauga, ON","Reviewed Feb. 27, 2014","We purchased a fridge from future shop in Dec. Deli drawer did not close properly. Technician sent to our house small adjustment made - within 2 days problem was back. Technician returned, could not fix but broke full panel of glass in the fridge. So now drawer does not close properly and there is no shelf. Apparently parts were ordered. Called LG to discuss replacing unit, got escalated to an idiot name Garret who was useless and would not give his manager's name. Apparently his name is ""Kuzi"". He does not have a last name or a phone number - it's all confidential - not really sure what LG is paying him for if he is the escalation they have for customers. Worst I have ever dealt with. Please do not buy their product.",1
Pam,"Fenton, MI","Reviewed Feb. 27, 2014","My refrigerator is only 7 years old and needs repair, after spending $600, still not working. Never had a refrigerator that new go bad with a compressor or anything. I feel that the product is inferior and people should not purchase LG appliances if they are prematurely going bad on major components. The repair did not work, Lost tons of food, costing a fortune to repair. Bad product, recommend people not purchase this brand. Now I am at a loss and have no refrigerator.",1
Paul ,"Longwood, FL","Reviewed Feb. 26, 2014","We purchased our LG French door refrigerator in September 2007. We thought it was a wise purchase but after 6 1/2 years we have found out its not. The refrigerator part of the unit was getting warm so we called for service, we only had to wait 2 days for the service man to arrive, okay not bad. I guess they are busy, and after reading the reviews here I guess they are. Anyway the service man told me it looks like the control board is bad and it would cost $300.00 to fix it. He recommended that we kick the fridge to the curb and buy a new one, he told me that the compressor would only last between 7-9 years and since we are so close to that time it would not pay to repair it. I really appreciate his honesty but I don't think I will buy another LG refrigerator, I don't think that spending $200.00 a year is worth it on a LG.",2
Jan,"West Caldwell, NJ","Reviewed Feb. 26, 2014","Bought our LG for $1,700 in Nov. 2005 from Car'ls Appliances, Fairfield, NJ. It broke piece by plastic piece the first 6 mos of use. Clip broke that keeps left door shut. Drawers snapped off. Freezer leaks uncontrollably forming 1/2 inch thick slab of ice on bottom of freezer. Light inside on top of fridge so hot it warped entire light casing & recently burnt a hole in the plastic cap on an almond milk container kept on the top shelf! - (the light is being repaired by LG in 2 days because they lost a class action suit for knowledgeably selling defective refrigerators that could cause fire.) a recall that we (as a registered purchaser) were not notified about by LG.",1
Teresa,"Calgary, AB","Reviewed Feb. 20, 2014","PLEASE DO NOT BUY AN LG REFRIGERATOR!! I don't even know where to begin. This is the second LG refrigerator I bought to replace the first one that could never be fixed properly. I splurged on a 3-door French Door with an ice maker and water in the door. It was purchased in 2009 and had problems right away. Within the first few months, the gaskets on the French doors ripped. I had a private company come out to fix them. When the company indicated to me that I might want to inform LG directly of my problem, I did. A lengthy, almost year-long process ensued. ",1
Anita,"Overbrook, KS","Reviewed Feb. 18, 2014",These are a piece of CRAP! Ours wasn't even a year old and the motherboard went out of it AND it blew the ice maker! Total cost of repair was $900.00. Now a year later the ice maker isn't working properly. WTF?,1
B.,"Chilliwack, BC","Reviewed Feb. 15, 2014","June 2011, we decided to replace our kitchen appliances. Not because our 27 year old Kitchen Aids did not work, but that they looked very outdated. After very much research, we decided on the LG 4 door LMX 28994 refrigerator with the Converta drawer, the LDF 7932 Dishwasher, and the LMS 2073 Microwave Oven. We choose to purchase a GE Monogram dual fuel range rather than an LG at that same time. Our decisions were carefully researched, and the choices made not only based on those particular appliances' features, but also upon the then available reviews. 10 months later, we woke to find the food in our fridge warm and spoiled, and our dishwasher no longer working. April 2012, LG replaced our refrigerator, and when I asked if a new warranty would take effect, was advised by LG that they would only extend our existing fridge warranty by 3 months. I asked why? It was a brand new refrigerator... should it not have a one year warranty? ",1
Tania,"Hamilton, ON","Reviewed Feb. 12, 2014","We purchased an LG fridge and stove from Home Depot on January 3, 2014. We were given a date for delivery of Jan 24, 2014. So my husband takes the day off work to await the delivery. At 9:30 am we received a call from Home Depot asking if we had received a call from LG with our delivery time? We answered, ""no, we had not,"" and Home Depot staff said he would call LG to see when it was coming. Several hours later with no return call from anyone I called Home Depot (2:30 pm), only to be told that our products were out of stock and would now not be delivered until Feb 4, 2014. So upset over taking a day off and not even the smallest of respect for LG to call and inform us that our products were not coming, we wait until the next date. ",1
Cindy,"Irvine, CA","Reviewed Feb. 9, 2014","I loved our LG French Door refrigerator with the indoor ice maker. Some friends of ours even purchased the same model after seeing ours. Earlier this week, the ice maker stopped working. After trying the suggestions in the model, we called for a repair. Within minutes of looking at the ice maker, the technician informed us that we needed a new ice maker. The total cost for the repair--$390! This refrigerator is only a little over 3 years old. I am deeply disappointed with the quality of our LG refrigerator and will think twice before buying another LG appliance.",2
Jacqulyne,"Bloomington, IN","Reviewed Feb. 8, 2014","My less than 2 yr. old French LG fridge shut off last PM and acts like it is unplugged. Absolutely dead. HH Gregg, where we bought it offered no help and said it would be 7 days before someone could even come look at it. All they could say is....you should have bought the extended warranty. HMM - obviously, there are problems. Never dreamed would have problems this quickly. I will never buy anything from them again - very poor service. I have read many reviews about bad outcomes with LG fridges - wish I had read prior to my purchase. Does anyone have any ideas on what could have 100% shut down the unit? The power outlets all good - we have checked them with other electrical items.",1
Christina,"Spring Branch, TX","Reviewed Feb. 8, 2014","In July of 2013, we had our home burn down, losing everything. After being homeless for 2 months we finally got into a new home. We purchased our LG refrigerator model LFX31945ST in October. The first installers damaged our baseboards and couldn't figure out how to hook up the water line. Our freezer was constantly freezing over. In the first week of January 2014 our ice maker stopped producing ice. We put in a service call and had a repairman come to our home. He spent 15 minutes here in which he explained we needed a new motherboard and replaced it.",1
Drucilla,"Osceola, IN","Reviewed Feb. 6, 2014","I was disappointed to find my refrig was aluminum instead of the stated stainless steel. To check yours apply a magnetic to it. If it sticks, it is steel. If it doesn't, it is probably aluminum. It is so hard to keep clean and I can no longer keep my recipes or keepsakes or photos on it. Although the sides are not aluminum they are too closed in to use. As far as the workings go, it seems to be working fine. However it is only a few months old. I have only one complaint so far. It cost 50$ to replace the water filter every 6 mo. What's with that? I never had to replace it on my old one and had no problems. Of course it wasn't an LG. Then I read that you have to have a LG repair man only to repair it. Not very customer friendly. I wish I had read the reviews before buying. I'll know better next time...",3
Mary Jo,"West Bend, WI","Reviewed Feb. 3, 2014","I was cleaning my refrigerator. The glass that covers the crisper drawers shattered. It was terrifying. When I called LG, they refused to replace the glass because I had purchased the refrigerator 13 months prior. It was out of warranty. I find this unacceptable. Fortunately, I was not injured by the glass, but I will never buy an LG product again and I will discourage everyone I know from purchasing a LG product also.",1
J,"Trenton, ON","Reviewed Feb. 2, 2014","This was the biggest mistake buying the LG LFX 2578ST. After only 6 months the compressor conked out. LG has left us waiting for a replacement compressor on order that will take ""2 or 3 days"" at which point the repair person would be sent out. I have always bought Miele and Bosch appliances but because we had space limitations the LG was perfect, looked good and had all the features we needed. The fridge I replaced was 12 years old and we never had a problem with it. LG has been less than helpful and really left us stranded with no fridge. I have no confidence in their product and customer service has been disappointing. They are not solution focused, have no intention of replacing the fridge and state they will cover only $250 in perishables in a lifetime. I would not recommend this product, have found the entire experience frustrating. This is a company that does not stand behind their product nor do they practice the art of great customer service.",1
Deatrel ,"Memphis, TN","Reviewed Feb. 2, 2014",I bought a LG refrigerator... Less than a year ice maker does not work... Stove start button for oven works when it gets ready (stove almost 2 yrs old)... Just got a dishwasher in December 2013. The le is flashing...From what I have read online it could be a loose wire or the motor...really! I see why they try and push extra coverage... defective before you buy it. I can maybe see one product... but 3... all from the same store (hhgregg). BEWARE!,1
b,"Cape Corale , FL","Reviewed Feb. 2, 2014","I purchased a top of the line LG refrigerator and after 1 year the front panel got very dim. Called LG Support and they told me they would not do anything to help. So I lived with the problem. A year later the front water dispenser didn't shut off. Called again, there are only two of us in the house so the refrigerator is lightly used, we should not have any problems in the first 2 years. Again I called LG and they would not do anything for me. Basically once they got my money they could care less about their machine and their name. I would never, I mean never buy any LG again, they produce junk for a high price.",1
Sheila,"Delta, BC","Reviewed Jan. 31, 2014","Purchased a LG Refrigerator from Home Depot in July of 2012. Within probably a month, I had to call the company and have them come and service the freezer as it was completely frosted up. I did not find the person on the phone to be polite at all and pretty much implied that I had done something to make the freezer frost up. That problem was fixed and I have not had any further issues with the freezer. However, the plastic shelves are pretty much all broken as well as the plastic drawers. I called the company on two occasions to complain about this and once again I felt that the phone staff were very rude. I told them that all the shelves were broken so they sent me one shelf. Doesn't do me much good as they are all broken and some of the support for the shelves to sit on are also broken. I would never, ever, ever purchase a LG product again. Their support staff not very polite or helpful and the product is horrible.",1
Brian,"Houston, TX","Reviewed Jan. 19, 2014",lmx28988st Refrigerator w/ French Door and two drawer freezer. Two significant issues with major functions!,1
Julie,"Minot, ND","Reviewed Jan. 17, 2014","This refrigerator is horrible! It almost burnt my house down! I smelled a horrible smell and realized the lights in my refrigerator had melted the housing it was in on my refrigerator. It was falling off the top, the plastic all around it was melted and when I wrapped a light bulb with a towel, it still almost burnt my hand. All my food was spoiled. The food was hot, melted and spoiled. I'm so glad I got this before a full blown fire started before going to bed tonight. After googling the problem, I see this has been a problem for years with lawsuits (successful lawsuits dating back to 2010) and still 4 years later this is still happening. LG needs to have better quality control. Do not buy LG!!",1
